0.5;91;0.5;0;0;0.7941177;0.5625;0.5625;0.06666667;0.0224;2;18662;0
0.5;83;0.5;1;0;0.34615386;0;0;0.04347826;0.1647;4;18662;400
0.5;137;0.5;1;1;0.6428572;0.15;0.15;0;0.07;8;18662;500
0.5;7;0.5;1;0;0;0.95454544;0.95454544;0.09714286;0.0079;4;18663;200
0.5;100;0.5;1;0;0.27083334;0.15151516;0.15151516;0.10663507;0.2606;1;18663;0
0.5;122;0.5;1;1;0;0.54545456;0.54545456;0.09707602;0.0933;3;18663;200
0.5;87;0.5;0;0;1;0.15151516;0.15151516;0.11300121;0.587;2;18663;0
0.5;71;0.5;0;0;0.975;1;1;0.10652463;0.0128;5;18663;300
0.5;58;0.5;0;0;0.46428573;0;0;0.09379128;0.0187;6;18663;1500
0.5;68;0.5;0;0;0.26666668;0.083333336;0.083333336;0.09223301;0.0698;10;18664;1100
0.5;68;0.5;0;0;0;0.020833334;0.020833334;0.104513064;0.0553;2;18664;500
0.5;210;0.5;1;0;1;0.23958333;0.23958333;0.12709832;0.0782;1;18664;0
0.5;92;0.5;0;0;0;0.5;0.5;0.123222746;0.0032;8;18664;800
0.5;75;0.5;0;0;0.5714286;0.083333336;0.083333336;0.15012106;0.4761;5;18664;600
0.5;93;0.5;0;0;0;0.14583333;0.14583333;0.10843374;0.151;4;18664;500
0.5;106;0.5;0;0;0;0;0;0.08997429;0.0157;3;18664;500
0.5;80;0.5;0;0;1;0.25;0.25;0.0625;0.0672;9;18664;800
0.5;157;0.5;0;0;0.4;0.21875;0.21875;0.048913043;0.0112;7;18664;800
0.5;75;0.5;1;0;0.6666667;0.23958333;0.23958333;0.046296295;0.0485;6;18664;700
0.5;152;0.5;0;1;0;1;1;0.036842104;0.0039;11;18664;2200
0.5;135;0.5;0;0;0;0.9594595;0.9594595;0.09714286;0.0075;8;18665;1500
0.5;125;0.5;0;0;1;0;0;0.10663507;0.2553;4;18665;600
0.5;82;0.5;1;0;0.64646465;0.4864865;0.4864865;0.09707602;0.1052;1;18665;0
0.5;151;0.5;0;0;0;0.7297297;0.7297297;0.11300121;0.0354;9;18665;1600
0.5;93;0.5;0;0;0;0.08108108;0.08108108;0.10652463;0.0449;6;18665;700
0.5;118;0.5;0;1;0.3137255;0.5675676;0.5675676;0.09379128;0.2336;2;18665;100
0.5;167;0.5;0;0;0;0.5810811;0.5810811;0.07451565;0.1316;3;18665;500
0.5;74;0.5;1;0;0;0.7567568;0.7567568;0.05400982;0.1123;5;18665;600
0.5;177;0.5;1;0;0.22222222;1;1;0.07678571;0.0046;7;18665;1100
0.5;101;0.5;1;0;0;0.4027778;0.4027778;0.09714286;0.2251;3;18666;800
0.5;200;0.5;0;0;0;0.6388889;0.6388889;0.10663507;0.0478;4;18666;800
0.5;448;0.5;1;0;0;0.75;0.75;0.09707602;0.0386;2;18666;600
0.5;122;0.5;0;1;0.35555556;0.4861111;0.4861111;0.09379128;0.2302;1;18666;600
0.5;56;0.5;0;0;0.32;0.3888889;0.3888889;0.07451565;0.0768;6;18666;900
0.5;331;0.5;0;0;0;1;1;0.0629771;0.0048;11;18666;1900
0.5;86;0.5;0;1;0;0.5;0.5;0.05400982;0.0426;7;18666;1000
0.5;106;0.5;0;1;0;0.4027778;0.4027778;0.09714286;0.1063;5;18666;200
0.5;350;0.5;1;0;1;0.5555556;0.5555556;0.10663507;0.0921;8;18666;300
0.5;140;0.5;0;0;0.6;0.5833333;0.5833333;0.09707602;0.031;9;18666;600
0.5;161;0.5;0;1;0.2909091;0;0;0.09714286;0.0947;10;18666;0
0.5;209;0.5;1;0;0;1;1;0.09714286;0.0743;2;18667;200
0.5;98;0.5;0;0;0.375;0.86206895;0.86206895;0.10663507;0.0096;9;18667;800
0.5;122;0.5;0;0;1;0;0;0.09707602;0.6617;1;18667;0
0.5;111;0.5;0;0;0;0.3448276;0.3448276;0.11300121;0.0067;10;18667;1000
0.5;283;0.5;0;0;0.375;0.9310345;0.9310345;0.10652463;0.0058;4;18667;200
0.5;173;0.5;0;1;0;0.87931037;0.87931037;0.09379128;0.0022;11;18667;2200
0.5;276;0.5;0;1;0.25;0.87931037;0.87931037;0.07451565;0.0227;3;18667;200
0.5;71;0.5;1;0;0.14999999;0.7241379;0.7241379;0.0629771;0.0787;8;18667;800
0.5;89;0.5;0;0;0.25;0.1724138;0.1724138;0.05400982;0.0876;6;18667;400
0.5;84;0.5;1;0;0;0.7586207;0.7586207;0.07678571;0.0093;7;18667;500
0.5;79;0.5;0;0;0.25;0.20689656;0.20689656;0.05664488;0.0394;5;18667;300
0.5;463;0.5;0;0;0.5;0.62068963;0.62068963;0.10454545;0.1597;7;18668;1500
0.5;96;0.5;0;0;0.61538464;0.5862069;0.5862069;0.08928572;0.011;3;18668;1100
0.5;92;0.5;0;0;0;0.3908046;0.3908046;0.0859375;0.0104;6;18668;1400
0.5;102;0.5;0;1;0.5;0.41379312;0.41379312;0.033707865;0.0605;4;18668;1300
0.5;111;0.5;0;0;0;1;1;0.10454545;0.0029;8;18668;1100
0.5;149;0.5;0;1;0;0.5862069;0.5862069;0.06521739;0.0046;11;18668;1500
0.5;149;0.5;1;1;0.36363637;0.59770113;0.59770113;0.08928572;0.0151;12;18668;1700
0.5;82;0.5;0;1;1;0.4827586;0.4827586;0.0859375;0.2019;2;18668;500
0.5;117;0.5;0;1;0.2857143;0.4597701;0.4597701;0.033707865;0.0894;10;18668;1400
0.5;70;0.5;0;0;0.33333334;0.3908046;0.3908046;0.10454545;0.1264;1;18668;0
0.5;188;0.5;0;0;0.8;0;0;0.06521739;0.1552;9;18668;700
0.5;153;0.5;0;0;0.15384616;0.3218391;0.3218391;0.08928572;0.1604;5;18668;300
0.5;12;0.5;0;0;1;0;0;0.115830116;0.6377;9;18675;5900
0.5;138;0.5;0;0;0.46666667;0.25;0.25;0.09266409;0.1382;1;18675;0
0.5;116;0.5;0;1;0;0.22222222;0.22222222;0.1003861;0.0721;7;18675;1200
0.5;105;0.5;0;0;0.21538462;0.30555555;0.30555555;0.132;0.0571;4;18675;600
0.5;77;0.5;1;0;0;0.6666667;0.6666667;0.10460251;0.003;8;18675;2100
0.5;112;0.5;1;0;0;0.44444445;0.44444445;0.06153846;0.0088;2;18675;300
0.5;89;0.5;1;1;0.28;0.22222222;0.22222222;0.06113537;0.0129;5;18675;700
0.5;133;0.5;1;0;0;1;1;0.08450704;0.0127;6;18675;800
0.5;107;0.5;1;0;0;0.7222222;0.7222222;0.027322404;0.0249;3;18675;400
0.5;76;0.5;0;1;0.5;0.6;0.6;0.115830116;0.0309;9;18676;2300
0.5;289;0.5;0;0;0.5;0.8;0.8;0.09266409;0.0169;7;18676;2100
0.5;91;0.5;1;0;0;0.85;0.85;0.1003861;0.006;5;18676;600
0.5;67;0.5;0;0;0.4;0.375;0.375;0.12809917;0.0707;2;18676;200
0.5;103;0.5;0;1;0;0.5;0.5;0.132;0.0024;10;18676;2500
0.5;69;0.5;0;1;0.13636364;0.5;0.5;0.10460251;0.0466;3;18676;500
0.5;228;0.5;0;0;1;0.225;0.225;0.06153846;0.5;1;18676;0
0.5;71;0.5;0;1;0;1;1;0.08450704;0.0278;8;18676;2200
0.5;110;0.5;0;0;0.5;0;0;0.027322404;0.1144;4;18676;600
0.5;45;0.5;1;0;0;0.65;0.65;0.02189781;0.0017;6;18676;800
0.5;298;0.5;0;0;0.11111111;1;1;0.115830116;0.0416;7;18677;2500
0.5;69;0.5;0;0;0;0.76666665;0.76666665;0.09266409;0.0709;1;18677;0
0.5;254;0.5;0;1;0;0.56666666;0.56666666;0.1003861;0.0382;5;18677;1400
0.5;89;0.5;1;0;0;0.53333336;0.53333336;0.12809917;0.1519;8;18677;2700
0.5;79;0.5;0;0;0;0.9;0.9;0.06153846;0.0232;6;18677;1900
0.5;63;0.5;0;0;0;0.9;0.9;0.06113537;0.012;4;18677;1300
0.5;137;0.5;0;1;0;0;0;0.08450704;0.1934;3;18677;1000
0.5;111;0.5;0;0;1;0.55;0.55;0.027322404;0.0346;2;18677;600
0.5;65;0.5;0;0;0;0.296875;0.296875;0.115830116;0.0577;3;18678;200
0.5;105;0.5;0;0;1;0.125;0.125;0.07421875;0.2584;1;18678;0
0.5;103;0.5;0;0;0;0.59375;0.59375;0.1003861;0.0448;7;18678;700
0.5;80;0.5;0;0;0;0;0;0.12809917;0.235;2;18678;200
0.5;143;0.5;1;0;1;0.46875;0.46875;0.10460251;0.0614;9;18678;6000
0.5;80;0.5;0;0;0;0.0625;0.0625;0.06113537;0.1314;6;18678;500
0.5;82;0.5;0;0;0;0.5;0.5;0.08450704;0.0106;4;18678;200
0.5;92;0.5;0;0;1;0.21875;0.21875;0.027322404;0.1081;5;18678;300
0.5;76;0.5;0;0;0;1;1;0.02189781;0.0065;8;18678;2200
0.5;362;0.5;0;1;0.44444445;1;1;0.115830116;0.0216;7;18679;1500
0.5;73;0.5;0;0;0;0.86419755;0.86419755;0.07421875;0.0285;5;18679;500
0.5;131;0.5;1;0;0;0.6419753;0.6419753;0.09266409;0.018;8;18679;4200
0.5;71;0.5;0;0;1;0;0;0.1003861;0.2371;6;18679;1000
0.5;110;0.5;1;0;0;0.9876543;0.9876543;0.132;0.0077;4;18679;200
0.5;85;0.5;1;1;0;0.19753087;0.19753087;0.06153846;0.0097;3;18679;200
0.5;103;0.5;1;0;0.5714286;0.44444445;0.44444445;0.06113537;0.0796;1;18679;0
0.5;73;0.5;0;0;0.6666667;0.5925926;0.5925926;0.08450704;0.0214;2;18679;100
0.5;91;0.5;1;0;0;0.42857143;0.42857143;0.115830116;0.0053;3;18680;700
0.5;116;0.5;0;1;0;0.3;0.3;0.07421875;0.0191;12;18680;4900
0.5;89;0.5;0;0;1;0;0;0.09266409;0.7167;1;18680;0
0.5;89;0.5;1;0;0;0.17142858;0.17142858;0.1003861;0.0073;10;18680;3000
0.5;110;0.5;0;0;0;0.17142858;0.17142858;0.12809917;0.0083;7;18680;1100
0.5;255;0.5;1;0;0.5;0.2857143;0.2857143;0.132;0.0321;8;18680;1300
0.5;94;0.5;0;0;0.625;0.22857143;0.22857143;0.10460251;0.1031;6;18680;900
0.5;299;0.5;0;0;0.3846154;1;1;0.06153846;0.0088;9;18680;1700
0.5;104;0.5;0;0;0;0.17142858;0.17142858;0.06113537;0.0123;2;18680;500
0.5;80;0.5;0;0;0;0.9714286;0.9714286;0.08450704;0.0027;11;18680;3500
0.5;100;0.5;0;0;0.5;0.114285715;0.114285715;0.027322404;0.0272;5;18680;800
0.5;171;0.5;1;0;0;0.25714287;0.25714287;0.02189781;0.0571;4;18680;700
0.5;90;0.5;0;0;0.14473684;0.375;0.375;0.08080808;0.0106;7;18693;800
0.5;335;0.5;0;0;0.4125;0.18055555;0.18055555;0.12195122;0.0951;1;18693;0
0.5;67;0.5;0;0;0;0.6527778;0.6527778;0.125;0.0018;9;18693;900
0.5;70;0.5;1;0;1;0.2777778;0.2777778;0.09219858;0.464;3;18693;200
0.5;91;0.5;0;0;0;0.5138889;0.5138889;0.059322033;0.0026;8;18693;900
0.5;69;0.5;0;0;0.41666666;0;0;0.096491225;0.0335;2;18693;100
0.5;136;0.5;0;0;0.78571427;0.041666668;0.041666668;0.039473683;0.0305;6;18693;400
0.5;112;0.5;0;1;0.47413793;0.15277778;0.15277778;0.036363635;0.0889;5;18693;300
0.5;71;0.5;1;1;0.4852941;1;1;0.019607844;0.0206;4;18693;300
0.5;101;0.5;0;0;0.26666668;0;0;0.08080808;0.304;1;18694;0
0.5;130;0.5;0;0;1;0.12676056;0.12676056;0.12195122;0.4028;2;18694;0
0.5;272;0.5;0;0;0;0.38732395;0.38732395;0.125;0.1872;7;18694;2300
0.5;77;0.5;0;0;0;0.35211268;0.35211268;0.09219858;0.0187;4;18694;1300
0.5;61;0.5;0;0;0;0.4225352;0.4225352;0.059322033;0.0036;6;18694;1900
0.5;78;0.5;0;0;0.4074074;0.556338;0.556338;0.096491225;0.0153;11;18694;4100
0.5;98;0.5;0;0;0;1;1;0.07692308;0.0026;8;18694;2400
0.5;113;0.5;1;0;0;0.4225352;0.4225352;0.04225352;0.0527;3;18694;300
0.5;111;0.5;0;0;0;0.6197183;0.6197183;0.036363635;0.0024;5;18694;1800
0.5;64;0.5;0;0;0;0.5070422;0.5070422;0.019607844;0.0015;9;18694;3400
0.5;77;0.5;0;1;0;0.4084507;0.4084507;0.05;0.0042;10;18694;3600
0.5;72;0.5;0;0;1;0.20689656;0.20689656;0.08080808;0.1515;5;18695;300
0.5;95;0.5;0;0;0.16666667;1;1;0.12195122;0.0021;11;18695;1200
0.5;259;0.5;0;1;0.61538464;0.94827586;0.94827586;0.125;0.0681;7;18695;400
0.5;98;0.5;1;0;0.83809525;0.6034483;0.6034483;0.09219858;0.2801;1;18695;0
0.5;77;0.5;0;0;0.8;0.06896552;0.06896552;0.059322033;0.2949;2;18695;100
0.5;196;0.5;0;0;0;0.7241379;0.7241379;0.096491225;0.0898;3;18695;200
0.5;64;0.5;0;0;0.72727275;0.7241379;0.7241379;0.07692308;0.0486;12;18695;2100
0.5;46;0.5;0;0;0.20512821;0.31034482;0.31034482;0.039473683;0.0037;10;18695;1100
0.5;103;0.5;0;0;0.16666667;0.37931034;0.37931034;0.04225352;0.0054;8;18695;500
0.5;98;0.5;0;0;0.2580645;0.20689656;0.20689656;0.036363635;0.0057;4;18695;200
0.5;89;0.5;0;0;0.6666667;0.55172414;0.55172414;0.019607844;0.0403;6;18695;300
0.5;84;0.5;1;0;0.11594203;0;0;0.05;0.0098;9;18695;800
0.5;102;0.5;1;0;0.5;0.0952381;0.0952381;0.15686275;0.2359;1;18696;0
0.5;57;0.5;0;0;0;0.7619048;0.7619048;0.08510638;0.0477;10;18696;1000
0.5;78;0.5;0;0;0;1;1;0.1632653;0.0151;7;18696;800
0.5;202;0.5;1;0;0.5;0.23809524;0.23809524;0.06382979;0.4478;4;18696;500
0.5;135;0.5;0;0;0.375;0.0952381;0.0952381;0.05;0.0217;8;18696;800
0.5;74;0.5;0;0;0;0.0952381;0.0952381;0.102564104;0.0653;3;18696;400
0.5;74;0.5;0;0;1;0.14285715;0.14285715;0.10810811;0.0541;6;18696;600
0.5;98;0.5;0;0;0;0.85714287;0.85714287;0.09375;0.0028;5;18696;500
0.5;68;0.5;0;0;0;0.1904762;0.1904762;0.035714287;0.0363;12;18696;3800
0.5;86;0.5;0;0;0;0.71428573;0.71428573;0;0.0037;9;18696;900
0.5;94;0.5;0;0;0;0;0;0.045454547;0.0295;2;18696;300
0.5;63;0.5;0;0;0.25;0.54761904;0.54761904;0;0.0401;11;18696;2000
0.5;107;0.5;0;0;0.13095237;0.79518074;0.79518074;0.08080808;0.02;7;18697;4800
0.5;91;0.5;1;0;0.5;0.72289157;0.72289157;0.12195122;0.0331;9;18697;5900
0.5;138;0.5;0;0;0;0.9518072;0.9518072;0.125;0.0139;10;18697;6100
0.5;81;0.5;1;1;0;1;1;0.09219858;0.0102;11;18697;6700
0.5;91;0.5;0;0;0.55;0.6385542;0.6385542;0.12195122;0.0258;8;18697;4900
